Name,Year Published,Min Players,Max Players,Play Time,Min Age,Users Rated,Rating Average,Complexity Average,Owned Users,Mechanics,Domains
Lorenzo il Magnifico,2016,2,4,120,12,9140,7.89058,3.2796,11494,"Card Drafting, Dice Rolling, Variable Player Powers, Worker Placement, Worker Placement with Dice Workers",Strategy Games
Sherlock Holmes Consulting Detective: The Thames Murders & Other Cases,1982,1,8,120,13,17236,7.73378,2.6766,32905,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
Dominion,2008,2,4,30,13,78089,7.61898,2.3568,101839,"Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That, Variable Set-up",Strategy Games
Pandemic,2008,2,4,45,8,102214,7.60608,2.4115,155312,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers",Family Games
Pandemic,2008,2,4,45,8,102214,7.60608,2.4115,155312,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Trading, Variable Player Powers", Strategy Games
Pandemic: Iberia,2016,2,5,45,8,8359,7.9228,2.5775,14808,"Action Points, Cooperative Game, Hand Management, Point to Point Movement, Set Collection, Solo / Solitaire Game, Trading, Variable Player Powers",Strategy Games
Champions of Midgard,2015,2,4,90,10,13345,7.77353,2.5925,19380,"Dice Rolling, Set Collection, Variable Player Powers, Worker Placement",Strategy Games
Decrypto,2018,3,8,45,12,11690,7.79352,1.8291,18890,"Communication Limits, Targeted Clues, Team-Based Game",Party Games
Kemet,2012,2,5,120,13,16277,7.71596,3.0061,18747,"Action Points, Area Majority / Influence, Area Movement, Card Drafting, Card Play Conflict Resolution, Hand Management",Strategy Games
Yokohama,2016,2,4,90,14,8865,7.85473,3.2737,12088,"Contracts, End Game Bonuses, Grid Movement, Modular Board, Network and Route Building, Set Collection, Variable Set-up, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
Clank! In! Space!: A Deck-Building Adventure,2017,2,4,90,12,9188,7.86426,2.535,13715,"Card Drafting, Deck Bag and Pool Building, Modular Board, Pick-up and Deliver, Player Elimination, Point to Point Movement, Push Your Luck",Strategy Games
Forbidden Stars,2015,2,4,180,14,7516,7.96996,3.8281,11900,"Area Majority / Influence, Area Movement, Card Play Conflict Resolution, Dice Rolling, Hand Management, Modular Board, Order Counters, Variable Player Powers",Strategy Games
Inis,2016,2,4,90,14,12665,7.8014,2.882,16477,"Action Drafting, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Card Drafting, Hand Management, King of the Hill, Map Addition, Modular Board, Variable Phase Order, Variable Set-up",Strategy Games
The Isle of Cats,2019,1,4,90,8,6450,8.03779,2.3235,12360,"Card Drafting, Drafting, Grid Coverage, Hidden Victory Points, Income, Pattern Building, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Stat-Based",Family Games
The Isle of Cats,2019,1,4,90,8,6450,8.03779,2.3235,12360,"Card Drafting, Drafting, Grid Coverage, Hidden Victory Points, Income, Pattern Building, Set Collection, Solo / Solitaire Game, Square Grid, Tile Placement, Turn Order: Stat-Based", Strategy Games
Star Wars: X-Wing Miniatures Game,2012,2,2,45,14,23061,7.68964,2.4875,38018,"Action Queue, Critical Hits and Failures, Dice Rolling, Movement Template, Player Elimination, Simulation, Simultaneous Action Selection, Variable Player Powers",Customizable Games
Star Wars: X-Wing Miniatures Game,2012,2,2,45,14,23061,7.68964,2.4875,38018,"Action Queue, Critical Hits and Failures, Dice Rolling, Movement Template, Player Elimination, Simulation, Simultaneous Action Selection, Variable Player Powers", Wargames
Alchemists,2014,2,4,120,13,18250,7.67407,3.8993,23577,"Action Drafting, Card Drafting, Constrained Bidding, End Game Bonuses, Events, Hand Management, Turn Order: Progressive",Strategy Games
Stone Age,2008,2,4,90,10,44975,7.56628,2.4776,47743,"Contracts, Dice Rolling, End Game Bonuses, Set Collection, Turn Order: Progressive, Worker Placement",Family Games
Stone Age,2008,2,4,90,10,44975,7.56628,2.4776,47743,"Contracts, Dice Rolling, End Game Bonuses, Set Collection, Turn Order: Progressive, Worker Placement", Strategy Games
Legendary Encounters: An Alien Deck Building Game,2014,1,5,60,17,11251,7.78535,2.7031,16119,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Events, Hidden Roles, Player Elimination, Solo / Solitaire Game, Team-Based Game, Variable Player Powers",Thematic Games
Vinhos Deluxe Edition,2016,1,4,135,14,4245,8.21069,4.0482,7957,"Area Majority / Influence, Variable Phase Order, Worker Placement",Strategy Games
Endeavor: Age of Sail,2018,2,5,90,13,6265,8.02033,2.8,8879,"Area Majority / Influence, Card Drafting, Point to Point Movement, Set Collection, Tech Trees / Tech Tracks",Strategy Games
Star Realms,2014,2,2,20,12,35947,7.5841,1.9433,52271,"Card Drafting, Deck Bag and Pool Building, Delayed Purchase, Hand Management, Take That",Strategy Games
Descent: Journeys in the Dark (Second Edition),2012,1,5,120,14,22715,7.6883,3.2037,35659,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Hand Management, Line of Sight, Modular Board, Movement Points, Multiple Maps, Scenario / Mission / Campaign Game, Team-Based Game, Variable Player Powers",Thematic Games
Cartographers,2019,1,100,45,10,10754,7.75811,1.9094,19320,"Bingo, Grid Coverage, Line Drawing, Paper-and-Pencil, Solo / Solitaire Game",Family Games
Res Arcana,2019,2,4,60,12,9719,7.8017,2.5923,13790,"Card Drafting, Hand Management, Race, Take That, Turn Order: Pass Order, Variable Player Powers",Strategy Games
Age of Steam,2002,1,6,120,13,8871,7.77975,3.902,9636,"Auction/Bidding, Catch the Leader, Connections, Dice Rolling, Loans, Network and Route Building, Pick-up and Deliver, Player Elimination, Scenario / Mission / Campaign Game, Selection Order Bid, Tile Placement, Turn Order: Auction, Victory Points as a Resource",Strategy Games
Istanbul,2014,2,5,60,10,25234,7.57889,2.5818,30353,"Contracts, Dice Rolling, Grid Movement, Modular Board, Network and Route Building, Pick-up and Deliver, Race, Variable Set-up, Worker Placement",Strategy Games
Ticket to Ride: Europe,2005,2,5,60,8,58608,7.54784,1.9383,83075,"Card Drafting, Connections, End Game Bonuses, Hand Management, Network and Route Building, Push Your Luck, Set Collection",Family Games
Dead of Winter: A Crossroads Game,2014,2,5,120,13,39287,7.57436,3.0158,53328,"Action Points, Area Movement, Cooperative Game, Dice Rolling, Hand Management, Narrative Choice / Paragraph, Push Your Luck, Semi-Cooperative Game, Storytelling, Trading, Traitor Game, Variable Player Powers, Voting",Thematic Games
Targi,2012,2,2,60,12,14592,7.64175,2.3517,22524,"End Game Bonuses, Modular Board, Set Collection, Turn Order: Progressive, Worker Placement",Strategy Games
War of the Ring,2004,2,4,120,12,9935,7.76907,3.8464,12793,"Action Points, Area Majority / Influence, Area Movement, Campaign / Battle Card Driven, Dice Rolling, Hand Management",Thematic Games
Chaos in the Old World,2009,3,4,120,13,14297,7.67505,3.1903,14782,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers",Strategy Games
Chaos in the Old World,2009,3,4,120,13,14297,7.67505,3.1903,14782,"Action Points, Area Majority / Influence, Area Movement, Dice Rolling, Hand Management, Role Playing, Take That, Variable Player Powers", Thematic Games
Welcome To...,2018,1,100,25,10,17370,7.61485,1.8154,27392,"Bingo, Paper-and-Pencil, Pattern Building, Solo / Solitaire Game",Family Games
That's Pretty Clever!,2018,1,4,30,8,14352,7.63972,1.8916,21684,"Dice Rolling, Drafting, Highest-Lowest Scoring, Paper-and-Pencil, Re-rolling and Locking, Solo / Solitaire Game",Family Games
Trickerion: Legends of Illusion,2015,2,4,180,14,6665,7.89472,4.1996,9928,"Action Points, Action Queue, Catch the Leader, Dice Rolling, Simultaneous Action Selection, Tile Placement, Turn Order: Stat-Based, Worker Placement",Strategy Games
The Lord of the Rings: The Card Game,2011,1,2,60,13,20805,7.64569,3.1734,32244,"Cooperative Game, Deck Construction, Events, Hand Management, Scenario / Mission / Campaign Game, Solo / Solitaire Game, Variable Set-up",Customizable Games
Railways of the World,2005,2,6,120,10,11039,7.69301,3.023,11902,"Action Points, Auction/Bidding, Card Drafting, Connections, End Game Bonuses, Hexagon Grid, Income, Network and Route Building, Ownership, Pick-up and Deliver, Tile Placement, Turn Order: Auction",Strategy Games
The Resistance: Avalon,2012,5,10,30,13,27134,7.57871,1.7652,38202,"Hidden Roles, Roles with Asymmetric Information, Simultaneous Action Selection, Team-Based Game, Traitor Game, Variable Player Powers, Voting",Party Games
Aeon's End: War Eternal,2017,1,4,60,14,3191,8.4125,2.9125,7541,"Card Drafting, Cooperative Game, Deck Bag and Pool Building, Hand Management, Variable Phase Order, Variable Player Powers",Strategy Games
Dinosaur Island,2017,1,4,120,8,11559,7.72462,3.0351,19263,"Action Points, Dice Rolling, Income, Set Collection, Tile Placement, Worker Placement",Strategy Games
PARKS,2019,1,5,60,10,7275,7.8945,2.1716,14285,"Card Drafting, Contracts, Modular Board, Set Collection, Solo / Solitaire Game, Track Movement, Turn Order: Claim Action, Worker Placement",Family Games
A Game of Thrones: The Board Game (Second Edition),2011,3,6,240,14,28650,7.6031,3.716,38623,"Area Majority / Influence, Area Movement, Auction/Bidding, Auction: Sealed Bid, Card Play Conflict Resolution, Hand Management, Order Counters, Player Elimination, Prisoner's Dilemma, Simultaneous Action Selection, Variable Player Powers",Strategy Games
Castles of Mad King Ludwig,2014,1,4,90,13,22125,7.56231,2.6557,28039,"Card Drafting, End Game Bonuses, I Cut You Choose, Increase Value of Unchosen Resources, Pattern Building, Set Collection, Tile Placement, Turn Order: Progressive",Strategy Games
Eclipse: Second Dawn for the Galaxy,2020,2,6,200,14,2556,8.79943,3.4754,5256,"Alliances, Area Majority / Influence, Area Movement, Area-Impulse, Critical Hits and Failures, Dice Rolling, Grid Movement, Income, Kill Steal, Modular Board, Passed Action Token, Player Elimination, Tile Placement, Variable Player Powers",Strategy Games
Jaipur,2009,2,2,30,12,37225,7.50944,1.4904,54358,"Card Drafting, Hand Management, Market, Score-and-Reset Game, Set Collection",Family Games
Hansa Teutonica,2009,2,5,90,12,11496,7.65279,3.1236,10985,"Action Points, Area Majority / Influence, End Game Bonuses, Network and Route Building, Ownership, Tech Trees / Tech Tracks",Strategy Games
Memoir '44,2004,2,8,60,8,25720,7.55923,2.2737,33786,"Area Majority / Influence, Campaign / Battle Card Driven, Command Cards, Dice Rolling, Die Icon Resolution, Grid Movement, Hand Management, Hexagon Grid, Line of Sight, Modular Board, Movement Points, Scenario / Mission / Campaign Game, Simulation",Wargames
Ora et Labora,2011,1,4,180,13,9770,7.70518,3.9045,12289,"Increase Value of Unchosen Resources, Modular Board, Network and Route Building, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
Chronicles of Crime,2018,1,4,90,14,14251,7.79775,2.1106,23966,"Cooperative Game, Scenario / Mission / Campaign Game, Storytelling",Thematic Games
Commands & Colors: Ancients,2006,2,2,60,12,7987,7.77975,2.6948,10486,"Campaign / Battle Card Driven, Command Cards, Dice Rolling, Hand Management, Hexagon Grid, Modular Board, Scenario / Mission / Campaign Game, Simulation",Wargames
Cosmic Encounter,2008,3,5,120,12,27396,7.5393,2.5732,33832,"Alliances, Card Play Conflict Resolution, Hand Management, Interrupts, Negotiation, Prisoner's Dilemma, Race, Simultaneous Action Selection, Take That, Trading, Variable Player Powers",Strategy Games
Cosmic Encounter,2008,3,5,120,12,27396,7.5393,2.5732,33832,"Alliances, Card Play Conflict Resolution, Hand Management, Interrupts, Negotiation, Prisoner's Dilemma, Race, Simultaneous Action Selection, Take That, Trading, Variable Player Powers", Thematic Games
T.I.M.E Stories,2015,2,4,90,12,23729,7.55033,2.6085,35093,"Cooperative Game, Dice Rolling, Move Through Deck, Narrative Choice / Paragraph, Storytelling, Variable Player Powers",Thematic Games
Sagrada,2017,1,4,45,14,26063,7.52781,1.9258,40258,"Contracts, Dice Rolling, Drafting, Pattern Building, Set Collection, Solo / Solitaire Game",Abstract Games
Sagrada,2017,1,4,45,14,26063,7.52781,1.9258,40258,"Contracts, Dice Rolling, Drafting, Pattern Building, Set Collection, Solo / Solitaire Game", Family Games
Xia: Legends of a Drift System,2014,3,5,180,12,7357,7.86069,3.171,11630,"Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers",Strategy Games
Xia: Legends of a Drift System,2014,3,5,180,12,7357,7.86069,3.171,11630,"Action Points, Dice Rolling, Grid Movement, Map Addition, Modular Board, Pick-up and Deliver, Roll / Spin and Move, Tile Placement, Variable Player Powers", Thematic Games
Suburbia,2012,1,4,90,8,21584,7.51782,2.775,24714,"Auction: Dutch, Card Drafting, Catch the Leader, Hexagon Grid, Set Collection, Tile Placement",Strategy Games
This War of Mine: The Board Game,2017,1,6,120,18,8550,7.83219,3.2524,16050,"Action Points, Cooperative Game, Dice Rolling, Grid Movement, Push Your Luck, Role Playing, Simulation, Solo / Solitaire Game, Storytelling, Variable Player Powers, Worker Placement",Thematic Games
Azul: Summer Pavilion,2019,2,4,45,8,7039,7.8268,2.0482,12321,"Drafting, Pattern Building, Set Collection",Abstract Games
Azul: Summer Pavilion,2019,2,4,45,8,7039,7.8268,2.0482,12321,"Drafting, Pattern Building, Set Collection", Family Games
Nations,2013,1,5,200,14,11146,7.64144,3.5369,12085,"Card Drafting, Events, Turn Order: Pass Order, Variable Player Powers, Worker Placement",Strategy Games
Detective: A Modern Crime Board Game,2018,1,5,180,16,7042,7.88753,2.7161,15633,"Cooperative Game, Solo / Solitaire Game, Storytelling",Thematic Games
Near and Far,2017,2,4,120,13,7245,7.80698,2.8212,15697,"Card Drafting, Dice Rolling, Narrative Choice / Paragraph, Network and Route Building, Scenario / Mission / Campaign Game, Set Collection, Storytelling, Variable Player Powers, Worker Placement",Thematic Games
Ticket to Ride: Nordic Countries,2007,2,3,60,8,11646,7.63832,1.9802,17300,"Card Drafting, Hand Management, Network and Route Building, Set Collection",Family Games
Village,2011,2,4,90,12,20255,7.52518,3.0697,26348,"Action Drafting, Area Majority / Influence, Contracts, Set Collection, Turn Order: Claim Action, Worker Placement, Worker Placement, Different Worker Types",Strategy Games
Paths of Glory,1999,2,2,480,14,4539,8.05563,3.8425,8630,"Campaign / Battle Card Driven, Dice Rolling, Point to Point Movement",Wargames
Combat Commander: Europe,2006,2,2,180,12,5391,7.94256,3.2467,8073,"Campaign / Battle Card Driven, Grid Movement, Hexagon Grid, Simulation, Variable Phase Order",Wargames
Magic: The Gathering,1993,2,2,20,13,32442,7.51834,3.2157,35625,"Deck Construction, Hand Management, Interrupts, Take That",Customizable Games
Captain Sonar,2016,2,8,60,14,16007,7.567,2.1459,21870,"Grid Movement, Hidden Movement, Line Drawing, Real-Time, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game",Party Games
Captain Sonar,2016,2,8,60,14,16007,7.567,2.1459,21870,"Grid Movement, Hidden Movement, Line Drawing, Real-Time, Role Playing, Secret Unit Deployment, Simulation, Team-Based Game", Thematic Games
Rajas of the Ganges,2017,2,4,75,12,8826,7.70338,2.8635,11403,"Connections, Dice Rolling, Network and Route Building, Race, Tile Placement, Worker Placement",Strategy Games
Codenames: Duet,2017,2,99,30,11,13985,7.5702,1.3413,27538,"Communication Limits, Cooperative Game, Push Your Luck, Team-Based Game",Family Games
Sekigahara: The Unification of Japan,2011,2,2,180,14,4380,8.03594,2.7685,7464,"Action Points, Card Play Conflict Resolution, Force Commitment, Hand Management, Point to Point Movement, Secret Unit Deployment, Turn Order: Auction",Wargames
Just One,2018,3,7,20,8,11775,7.60316,1.0533,19170,"Communication Limits, Cooperative Game",Party Games
The Quest for El Dorado,2017,2,4,60,10,12131,7.60703,1.9281,19173,"Card Drafting, Deck Bag and Pool Building, Grid Movement, Hand Management, Hexagon Grid, Modular Board, Race",Family Games
Star Realms: Colony Wars,2015,2,2,20,12,6075,7.86527,1.8969,14005,"Card Drafting, Deck Bag and Pool Building, Hand Management, Take That",Strategy Games
Splendor,2014,2,4,30,10,58709,7.45037,1.7986,82849,"Card Drafting, Contracts, Drafting, Race, Set Collection",Family Games
Santorini,2016,2,4,20,8,27873,7.48285,1.7318,45672,"Race, Square Grid, Team-Based Game, Three Dimensional Movement, Variable Player Powers",Abstract Games
Santorini,2016,2,4,20,8,27873,7.48285,1.7318,45672,"Race, Square Grid, Team-Based Game, Three Dimensional Movement, Variable Player Powers", Family Games
La Granja,2014,1,4,120,12,8756,7.67286,3.5835,11163,"Area Majority / Influence, Automatic Resource Growth, Dice Rolling, Drafting, Hand Management, Income, Simultaneous Action Selection, Variable Player Powers",Strategy Games
